cod;genero;raca;nome;regiao;periodo;valor
21;homem;negro;MA;Nordeste;2017;1855
22;homem;negro;PI;Nordeste;2017;509
41;homem;negro;PR;Sul;2017;647
23;homem;negro;CE;Nordeste;2017;4580
43;homem;negro;RS;Sul;2017;772
24;homem;negro;RN;Nordeste;2017;1798
25;homem;negro;PB;Nordeste;2017;1151
42;homem;negro;SC;Sul;2017;247
53;homem;negro;DF;Centro-Oeste;2017;452
29;homem;negro;BA;Nordeste;2017;6377
31;homem;negro;MG;Sudeste;2017;2885
27;homem;negro;AL;Nordeste;2017;1636
26;homem;negro;PE;Nordeste;2017;4462
51;homem;negro;MT;Centro-Oeste;2017;780
33;homem;negro;RJ;Sudeste;2017;4378
28;homem;negro;SE;Nordeste;2017;1168
35;homem;negro;SP;Sudeste;2017;2002
12;mulher;negro;AC;Norte;2000;7
27;mulher;negro;AL;Nordeste;2000;46
16;mulher;negro;AP;Norte;2000;4
13;mulher;negro;AM;Norte;2000;28
29;mulher;negro;BA;Nordeste;2000;90
23;mulher;negro;CE;Nordeste;2000;51
53;mulher;negro;DF;Centro-Oeste;2000;32
32;mulher;negro;ES;Sudeste;2000;49
52;mulher;negro;GO;Centro-Oeste;2000;53
21;mulher;negro;MA;Nordeste;2000;24
51;mulher;negro;MT;Centro-Oeste;2000;47
50;mulher;negro;MS;Centro-Oeste;2000;30
31;mulher;negro;MG;Sudeste;2000;125
15;mulher;negro;PA;Norte;2000;55
25;mulher;negro;PB;Nordeste;2000;32
41;mulher;negro;PR;Sul;2000;22
26;mulher;negro;PE;Nordeste;2000;202
22;mulher;negro;PI;Nordeste;2000;8
33;mulher;negro;RJ;Sudeste;2000;265
24;mulher;negro;RN;Nordeste;2000;10
43;mulher;negro;RS;Sul;2000;22
11;mulher;negro;RO;Norte;2000;22
14;mulher;negro;RR;Norte;2000;12
42;mulher;negro;SC;Sul;2000;9
35;mulher;negro;SP;Sudeste;2000;378
28;mulher;negro;SE;Nordeste;2000;15
17;mulher;negro;TO;Norte;2000;10
12;mulher;negro;AC;Norte;2001;5
27;mulher;negro;AL;Nordeste;2001;31
16;mulher;negro;AP;Norte;2001;9
13;mulher;negro;AM;Norte;2001;45
29;mulher;negro;BA;Nordeste;2001;81
23;mulher;negro;CE;Nordeste;2001;58
53;mulher;negro;DF;Centro-Oeste;2001;34
32;mulher;negro;ES;Sudeste;2001;58
52;mulher;negro;GO;Centro-Oeste;2001;61
21;mulher;negro;MA;Nordeste;2001;36
51;mulher;negro;MT;Centro-Oeste;2001;56
50;mulher;negro;MS;Centro-Oeste;2001;31
31;mulher;negro;MG;Sudeste;2001;119
15;mulher;negro;PA;Norte;2001;74
25;mulher;negro;PB;Nordeste;2001;31
41;mulher;negro;PR;Sul;2001;24
26;mulher;negro;PE;Nordeste;2001;206
22;mulher;negro;PI;Nordeste;2001;24
33;mulher;negro;RJ;Sudeste;2001;306
24;mulher;negro;RN;Nordeste;2001;17
43;mulher;negro;RS;Sul;2001;17
11;mulher;negro;RO;Norte;2001;35
14;mulher;negro;RR;Norte;2001;6
42;mulher;negro;SC;Sul;2001;7
35;mulher;negro;SP;Sudeste;2001;379
28;mulher;negro;SE;Nordeste;2001;15
17;mulher;negro;TO;Norte;2001;14
12;mulher;negro;AC;Norte;2002;8
27;mulher;negro;AL;Nordeste;2002;39
16;mulher;negro;AP;Norte;2002;8
13;mulher;negro;AM;Norte;2002;27
29;mulher;negro;BA;Nordeste;2002;88
23;mulher;negro;CE;Nordeste;2002;48
53;mulher;negro;DF;Centro-Oeste;2002;36
32;mulher;negro;ES;Sudeste;2002;71
52;mulher;negro;GO;Centro-Oeste;2002;68
21;mulher;negro;MA;Nordeste;2002;31
51;mulher;negro;MT;Centro-Oeste;2002;53
50;mulher;negro;MS;Centro-Oeste;2002;35
31;mulher;negro;MG;Sudeste;2002;151
15;mulher;negro;PA;Norte;2002;62
25;mulher;negro;PB;Nordeste;2002;26
41;mulher;negro;PR;Sul;2002;35
26;mulher;negro;PE;Nordeste;2002;178
22;mulher;negro;PI;Nordeste;2002;18
33;mulher;negro;RJ;Sudeste;2002;284
24;mulher;negro;RN;Nordeste;2002;12
43;mulher;negro;RS;Sul;2002;34
11;mulher;negro;RO;Norte;2002;25
14;mulher;negro;RR;Norte;2002;9
42;mulher;negro;SC;Sul;2002;9
35;mulher;negro;SP;Sudeste;2002;363
28;mulher;negro;SE;Nordeste;2002;22
17;mulher;negro;TO;Norte;2002;16
12;mulher;negro;AC;Norte;2003;7
27;mulher;negro;AL;Nordeste;2003;39
16;mulher;negro;AP;Norte;2003;12
13;mulher;negro;AM;Norte;2003;30
29;mulher;negro;BA;Nordeste;2003;100
23;mulher;negro;CE;Nordeste;2003;40
53;mulher;negro;DF;Centro-Oeste;2003;45
32;mulher;negro;ES;Sudeste;2003;67
52;mulher;negro;GO;Centro-Oeste;2003;74
21;mulher;negro;MA;Nordeste;2003;58
51;mulher;negro;MT;Centro-Oeste;2003;53
50;mulher;negro;MS;Centro-Oeste;2003;27
31;mulher;negro;MG;Sudeste;2003;199
15;mulher;negro;PA;Norte;2003;78
25;mulher;negro;PB;Nordeste;2003;25
41;mulher;negro;PR;Sul;2003;32
26;mulher;negro;PE;Nordeste;2003;187
22;mulher;negro;PI;Nordeste;2003;24
33;mulher;negro;RJ;Sudeste;2003;277
24;mulher;negro;RN;Nordeste;2003;16
43;mulher;negro;RS;Sul;2003;23
11;mulher;negro;RO;Norte;2003;29
14;mulher;negro;RR;Norte;2003;5
42;mulher;negro;SC;Sul;2003;8
35;mulher;negro;SP;Sudeste;2003;378
28;mulher;negro;SE;Nordeste;2003;16
17;mulher;negro;TO;Norte;2003;17
12;mulher;negro;AC;Norte;2004;7
27;mulher;negro;AL;Nordeste;2004;42
16;mulher;negro;AP;Norte;2004;14
13;mulher;negro;AM;Norte;2004;34
29;mulher;negro;BA;Nordeste;2004;155
23;mulher;negro;CE;Nordeste;2004;44
53;mulher;negro;DF;Centro-Oeste;2004;43
32;mulher;negro;ES;Sudeste;2004;69
52;mulher;negro;GO;Centro-Oeste;2004;64
21;mulher;negro;MA;Nordeste;2004;44
51;mulher;negro;MT;Centro-Oeste;2004;60
50;mulher;negro;MS;Centro-Oeste;2004;30
31;mulher;negro;MG;Sudeste;2004;230
15;mulher;negro;PA;Norte;2004;77
25;mulher;negro;PB;Nordeste;2004;47
41;mulher;negro;PR;Sul;2004;41
26;mulher;negro;PE;Nordeste;2004;206
22;mulher;negro;PI;Nordeste;2004;14
33;mulher;negro;RJ;Sudeste;2004;251
24;mulher;negro;RN;Nordeste;2004;13
43;mulher;negro;RS;Sul;2004;26
11;mulher;negro;RO;Norte;2004;13
14;mulher;negro;RR;Norte;2004;3
42;mulher;negro;SC;Sul;2004;7
35;mulher;negro;SP;Sudeste;2004;285
28;mulher;negro;SE;Nordeste;2004;15
17;mulher;negro;TO;Norte;2004;14
12;mulher;negro;AC;Norte;2005;8
27;mulher;negro;AL;Nordeste;2005;46
16;mulher;negro;AP;Norte;2005;13
13;mulher;negro;AM;Norte;2005;40
29;mulher;negro;BA;Nordeste;2005;164
23;mulher;negro;CE;Nordeste;2005;45
53;mulher;negro;DF;Centro-Oeste;2005;32
32;mulher;negro;ES;Sudeste;2005;90
52;mulher;negro;GO;Centro-Oeste;2005;83
21;mulher;negro;MA;Nordeste;2005;49
51;mulher;negro;MT;Centro-Oeste;2005;51
50;mulher;negro;MS;Centro-Oeste;2005;31
31;mulher;negro;MG;Sudeste;2005;212
15;mulher;negro;PA;Norte;2005;101
25;mulher;negro;PB;Nordeste;2005;45
41;mulher;negro;PR;Sul;2005;50
26;mulher;negro;PE;Nordeste;2005;226
22;mulher;negro;PI;Nordeste;2005;29
33;mulher;negro;RJ;Sudeste;2005;273
24;mulher;negro;RN;Nordeste;2005;27
43;mulher;negro;RS;Sul;2005;22
11;mulher;negro;RO;Norte;2005;30
14;mulher;negro;RR;Norte;2005;9
42;mulher;negro;SC;Sul;2005;6
35;mulher;negro;SP;Sudeste;2005;260
28;mulher;negro;SE;Nordeste;2005;22
17;mulher;negro;TO;Norte;2005;15
12;mulher;negro;AC;Norte;2006;8
27;mulher;negro;AL;Nordeste;2006;66
16;mulher;negro;AP;Norte;2006;10
13;mulher;negro;AM;Norte;2006;33
29;mulher;negro;BA;Nordeste;2006;197
23;mulher;negro;CE;Nordeste;2006;65
53;mulher;negro;DF;Centro-Oeste;2006;39
32;mulher;negro;ES;Sudeste;2006;103
52;mulher;negro;GO;Centro-Oeste;2006;91
21;mulher;negro;MA;Nordeste;2006;58
51;mulher;negro;MT;Centro-Oeste;2006;42
50;mulher;negro;MS;Centro-Oeste;2006;24
31;mulher;negro;MG;Sudeste;2006;238
15;mulher;negro;PA;Norte;2006;118
25;mulher;negro;PB;Nordeste;2006;49
41;mulher;negro;PR;Sul;2006;48
26;mulher;negro;PE;Nordeste;2006;261
22;mulher;negro;PI;Nordeste;2006;28
33;mulher;negro;RJ;Sudeste;2006;267
24;mulher;negro;RN;Nordeste;2006;27
43;mulher;negro;RS;Sul;2006;30
11;mulher;negro;RO;Norte;2006;31
14;mulher;negro;RR;Norte;2006;3
42;mulher;negro;SC;Sul;2006;15
35;mulher;negro;SP;Sudeste;2006;242
28;mulher;negro;SE;Nordeste;2006;22
17;mulher;negro;TO;Norte;2006;18
12;mulher;negro;AC;Norte;2007;9
27;mulher;negro;AL;Nordeste;2007;68
16;mulher;negro;AP;Norte;2007;8
13;mulher;negro;AM;Norte;2007;43
29;mulher;negro;BA;Nordeste;2007;207
23;mulher;negro;CE;Nordeste;2007;84
53;mulher;negro;DF;Centro-Oeste;2007;41
32;mulher;negro;ES;Sudeste;2007;116
52;mulher;negro;GO;Centro-Oeste;2007;82
21;mulher;negro;MA;Nordeste;2007;50
51;mulher;negro;MT;Centro-Oeste;2007;54
50;mulher;negro;MS;Centro-Oeste;2007;28
31;mulher;negro;MG;Sudeste;2007;248
15;mulher;negro;PA;Norte;2007;112
25;mulher;negro;PB;Nordeste;2007;55
41;mulher;negro;PR;Sul;2007;41
26;mulher;negro;PE;Nordeste;2007;241
22;mulher;negro;PI;Nordeste;2007;24
33;mulher;negro;RJ;Sudeste;2007;216
24;mulher;negro;RN;Nordeste;2007;25
43;mulher;negro;RS;Sul;2007;29
11;mulher;negro;RO;Norte;2007;20
14;mulher;negro;RR;Norte;2007;10
42;mulher;negro;SC;Sul;2007;6
35;mulher;negro;SP;Sudeste;2007;185
28;mulher;negro;SE;Nordeste;2007;21
17;mulher;negro;TO;Norte;2007;26
12;mulher;negro;AC;Norte;2008;5
27;mulher;negro;AL;Nordeste;2008;71
16;mulher;negro;AP;Norte;2008;13
13;mulher;negro;AM;Norte;2008;56
29;mulher;negro;BA;Nordeste;2008;260
23;mulher;negro;CE;Nordeste;2008;74
53;mulher;negro;DF;Centro-Oeste;2008;57
32;mulher;negro;ES;Sudeste;2008;129
52;mulher;negro;GO;Centro-Oeste;2008;104
21;mulher;negro;MA;Nordeste;2008;67
51;mulher;negro;MT;Centro-Oeste;2008;57
50;mulher;negro;MS;Centro-Oeste;2008;22
31;mulher;negro;MG;Sudeste;2008;221
15;mulher;negro;PA;Norte;2008;139
25;mulher;negro;PB;Nordeste;2008;76
41;mulher;negro;PR;Sul;2008;55
26;mulher;negro;PE;Nordeste;2008;245
22;mulher;negro;PI;Nordeste;2008;31
33;mulher;negro;RJ;Sudeste;2008;223
24;mulher;negro;RN;Nordeste;2008;48
43;mulher;negro;RS;Sul;2008;32
11;mulher;negro;RO;Norte;2008;20
14;mulher;negro;RR;Norte;2008;5
42;mulher;negro;SC;Sul;2008;8
35;mulher;negro;SP;Sudeste;2008;199
28;mulher;negro;SE;Nordeste;2008;21
17;mulher;negro;TO;Norte;2008;17
12;mulher;negro;AC;Norte;2009;6
27;mulher;negro;AL;Nordeste;2009;96
16;mulher;negro;AP;Norte;2009;10
13;mulher;negro;AM;Norte;2009;60
29;mulher;negro;BA;Nordeste;2009;284
23;mulher;negro;CE;Nordeste;2009;80
53;mulher;negro;DF;Centro-Oeste;2009;61
32;mulher;negro;ES;Sudeste;2009;152
52;mulher;negro;GO;Centro-Oeste;2009;117
21;mulher;negro;MA;Nordeste;2009;67
51;mulher;negro;MT;Centro-Oeste;2009;55
50;mulher;negro;MS;Centro-Oeste;2009;25
31;mulher;negro;MG;Sudeste;2009;246
15;mulher;negro;PA;Norte;2009;152
25;mulher;negro;PB;Nordeste;2009;84
41;mulher;negro;PR;Sul;2009;57
26;mulher;negro;PE;Nordeste;2009;252
22;mulher;negro;PI;Nordeste;2009;22
33;mulher;negro;RJ;Sudeste;2009;190
24;mulher;negro;RN;Nordeste;2009;38
43;mulher;negro;RS;Sul;2009;36
11;mulher;negro;RO;Norte;2009;35
14;mulher;negro;RR;Norte;2009;12
42;mulher;negro;SC;Sul;2009;8
35;mulher;negro;SP;Sudeste;2009;230
28;mulher;negro;SE;Nordeste;2009;21
17;mulher;negro;TO;Norte;2009;23
12;mulher;negro;AC;Norte;2010;13
27;mulher;negro;AL;Nordeste;2010;104
16;mulher;negro;AP;Norte;2010;14
13;mulher;negro;AM;Norte;2010;60
29;mulher;negro;BA;Nordeste;2010;361
23;mulher;negro;CE;Nordeste;2010;111
53;mulher;negro;DF;Centro-Oeste;2010;50
32;mulher;negro;ES;Sudeste;2010;128
52;mulher;negro;GO;Centro-Oeste;2010;128
21;mulher;negro;MA;Nordeste;2010;99
51;mulher;negro;MT;Centro-Oeste;2010;54
50;mulher;negro;MS;Centro-Oeste;2010;38
31;mulher;negro;MG;Sudeste;2010;259
15;mulher;negro;PA;Norte;2010;197
25;mulher;negro;PB;Nordeste;2010;98
41;mulher;negro;PR;Sul;2010;51
26;mulher;negro;PE;Nordeste;2010;197
22;mulher;negro;PI;Nordeste;2010;28
33;mulher;negro;RJ;Sudeste;2010;196
24;mulher;negro;RN;Nordeste;2010;51
43;mulher;negro;RS;Sul;2010;38
11;mulher;negro;RO;Norte;2010;23
14;mulher;negro;RR;Norte;2010;9
42;mulher;negro;SC;Sul;2010;15
35;mulher;negro;SP;Sudeste;2010;223
28;mulher;negro;SE;Nordeste;2010;36
17;mulher;negro;TO;Norte;2010;30
12;mulher;negro;AC;Norte;2011;11
27;mulher;negro;AL;Nordeste;2011;114
16;mulher;negro;AP;Norte;2011;16
13;mulher;negro;AM;Norte;2011;66
29;mulher;negro;BA;Nordeste;2011;375
23;mulher;negro;CE;Nordeste;2011;106
53;mulher;negro;DF;Centro-Oeste;2011;61
32;mulher;negro;ES;Sudeste;2011;104
52;mulher;negro;GO;Centro-Oeste;2011;182
21;mulher;negro;MA;Nordeste;2011;109
51;mulher;negro;MT;Centro-Oeste;2011;60
50;mulher;negro;MS;Centro-Oeste;2011;40
31;mulher;negro;MG;Sudeste;2011;283
15;mulher;negro;PA;Norte;2011;154
25;mulher;negro;PB;Nordeste;2011;117
41;mulher;negro;PR;Sul;2011;55
26;mulher;negro;PE;Nordeste;2011;223
22;mulher;negro;PI;Nordeste;2011;28
33;mulher;negro;RJ;Sudeste;2011;223
24;mulher;negro;RN;Nordeste;2011;56
43;mulher;negro;RS;Sul;2011;21
11;mulher;negro;RO;Norte;2011;31
14;mulher;negro;RR;Norte;2011;9
42;mulher;negro;SC;Sul;2011;5
35;mulher;negro;SP;Sudeste;2011;179
28;mulher;negro;SE;Nordeste;2011;50
17;mulher;negro;TO;Norte;2011;36
12;mulher;negro;AC;Norte;2012;14
27;mulher;negro;AL;Nordeste;2012;116
16;mulher;negro;AP;Norte;2012;15
13;mulher;negro;AM;Norte;2012;89
29;mulher;negro;BA;Nordeste;2012;368
23;mulher;negro;CE;Nordeste;2012;110
53;mulher;negro;DF;Centro-Oeste;2012;63
32;mulher;negro;ES;Sudeste;2012;137
52;mulher;negro;GO;Centro-Oeste;2012;171
21;mulher;negro;MA;Nordeste;2012;96
51;mulher;negro;MT;Centro-Oeste;2012;62
50;mulher;negro;MS;Centro-Oeste;2012;45
31;mulher;negro;MG;Sudeste;2012;303
15;mulher;negro;PA;Norte;2012;202
25;mulher;negro;PB;Nordeste;2012;119
41;mulher;negro;PR;Sul;2012;68
26;mulher;negro;PE;Nordeste;2012;185
22;mulher;negro;PI;Nordeste;2012;40
33;mulher;negro;RJ;Sudeste;2012;223
24;mulher;negro;RN;Nordeste;2012;42
43;mulher;negro;RS;Sul;2012;39
11;mulher;negro;RO;Norte;2012;36
14;mulher;negro;RR;Norte;2012;7
42;mulher;negro;SC;Sul;2012;18
35;mulher;negro;SP;Sudeste;2012;257
28;mulher;negro;SE;Nordeste;2012;52
17;mulher;negro;TO;Norte;2012;40
12;mulher;negro;AC;Norte;2013;29
27;mulher;negro;AL;Nordeste;2013;117
16;mulher;negro;AP;Norte;2013;15
13;mulher;negro;AM;Norte;2013;71
29;mulher;negro;BA;Nordeste;2013;362
23;mulher;negro;CE;Nordeste;2013;125
53;mulher;negro;DF;Centro-Oeste;2013;66
32;mulher;negro;ES;Sudeste;2013;129
52;mulher;negro;GO;Centro-Oeste;2013;191
21;mulher;negro;MA;Nordeste;2013;107
51;mulher;negro;MT;Centro-Oeste;2013;62
50;mulher;negro;MS;Centro-Oeste;2013;40
31;mulher;negro;MG;Sudeste;2013;274
15;mulher;negro;PA;Norte;2013;190
25;mulher;negro;PB;Nordeste;2013;104
41;mulher;negro;PR;Sul;2013;59
26;mulher;negro;PE;Nordeste;2013;224
22;mulher;negro;PI;Nordeste;2013;36
33;mulher;negro;RJ;Sudeste;2013;236
24;mulher;negro;RN;Nordeste;2013;59
43;mulher;negro;RS;Sul;2013;33
11;mulher;negro;RO;Norte;2013;28
14;mulher;negro;RR;Norte;2013;14
42;mulher;negro;SC;Sul;2013;16
35;mulher;negro;SP;Sudeste;2013;215
28;mulher;negro;SE;Nordeste;2013;48
17;mulher;negro;TO;Norte;2013;31
12;mulher;negro;AC;Norte;2014;16
27;mulher;negro;AL;Nordeste;2014;118
16;mulher;negro;AP;Norte;2014;19
13;mulher;negro;AM;Norte;2014;64
29;mulher;negro;BA;Nordeste;2014;323
23;mulher;negro;CE;Nordeste;2014;145
53;mulher;negro;DF;Centro-Oeste;2014;46
32;mulher;negro;ES;Sudeste;2014;110
52;mulher;negro;GO;Centro-Oeste;2014;212
21;mulher;negro;MA;Nordeste;2014;129
51;mulher;negro;MT;Centro-Oeste;2014;76
50;mulher;negro;MS;Centro-Oeste;2014;44
31;mulher;negro;MG;Sudeste;2014;259
15;mulher;negro;PA;Norte;2014;221
25;mulher;negro;PB;Nordeste;2014;98
41;mulher;negro;PR;Sul;2014;63
26;mulher;negro;PE;Nordeste;2014;203
22;mulher;negro;PI;Nordeste;2014;51
33;mulher;negro;RJ;Sudeste;2014;283
24;mulher;negro;RN;Nordeste;2014;71
43;mulher;negro;RS;Sul;2014;51
11;mulher;negro;RO;Norte;2014;38
14;mulher;negro;RR;Norte;2014;10
42;mulher;negro;SC;Sul;2014;21
35;mulher;negro;SP;Sudeste;2014;227
28;mulher;negro;SE;Nordeste;2014;65
17;mulher;negro;TO;Norte;2014;29
12;mulher;negro;AC;Norte;2015;14
27;mulher;negro;AL;Nordeste;2015;90
16;mulher;negro;AP;Norte;2015;13
13;mulher;negro;AM;Norte;2015;96
29;mulher;negro;BA;Nordeste;2015;331
23;mulher;negro;CE;Nordeste;2015;154
53;mulher;negro;DF;Centro-Oeste;2015;45
32;mulher;negro;ES;Sudeste;2015;107
52;mulher;negro;GO;Centro-Oeste;2015;176
21;mulher;negro;MA;Nordeste;2015;115
51;mulher;negro;MT;Centro-Oeste;2015;88
50;mulher;negro;MS;Centro-Oeste;2015;38
31;mulher;negro;MG;Sudeste;2015;267
15;mulher;negro;PA;Norte;2015;236
25;mulher;negro;PB;Nordeste;2015;84
41;mulher;negro;PR;Sul;2015;49
26;mulher;negro;PE;Nordeste;2015;198
22;mulher;negro;PI;Nordeste;2015;56
33;mulher;negro;RJ;Sudeste;2015;233
24;mulher;negro;RN;Nordeste;2015;76
43;mulher;negro;RS;Sul;2015;55
11;mulher;negro;RO;Norte;2015;49
14;mulher;negro;RR;Norte;2015;10
42;mulher;negro;SC;Sul;2015;18
35;mulher;negro;SP;Sudeste;2015;201
28;mulher;negro;SE;Nordeste;2015;64
17;mulher;negro;TO;Norte;2015;39
12;mulher;negro;AC;Norte;2016;19
27;mulher;negro;AL;Nordeste;2016;91
16;mulher;negro;AP;Norte;2016;15
13;mulher;negro;AM;Norte;2016;93
29;mulher;negro;BA;Nordeste;2016;379
23;mulher;negro;CE;Nordeste;2016;149
53;mulher;negro;DF;Centro-Oeste;2016;53
32;mulher;negro;ES;Sudeste;2016;81
52;mulher;negro;GO;Centro-Oeste;2016;180
21;mulher;negro;MA;Nordeste;2016;133
51;mulher;negro;MT;Centro-Oeste;2016;77
50;mulher;negro;MS;Centro-Oeste;2016;46
31;mulher;negro;MG;Sudeste;2016;247
15;mulher;negro;PA;Norte;2016;274
25;mulher;negro;PB;Nordeste;2016;88
41;mulher;negro;PR;Sul;2016;44
26;mulher;negro;PE;Nordeste;2016;238
22;mulher;negro;PI;Nordeste;2016;43
33;mulher;negro;RJ;Sudeste;2016;276
24;mulher;negro;RN;Nordeste;2016;74
43;mulher;negro;RS;Sul;2016;50
11;mulher;negro;RO;Norte;2016;34
14;mulher;negro;RR;Norte;2016;10
42;mulher;negro;SC;Sul;2016;27
35;mulher;negro;SP;Sudeste;2016;200
28;mulher;negro;SE;Nordeste;2016;54
17;mulher;negro;TO;Norte;2016;30
11;mulher;negro;RO;Norte;2017;40
12;mulher;negro;AC;Norte;2017;24
13;mulher;negro;AM;Norte;2017;98
14;mulher;negro;RR;Norte;2017;16
15;mulher;negro;PA;Norte;2017;286
16;mulher;negro;AP;Norte;2017;23
17;mulher;negro;TO;Norte;2017;30
21;mulher;negro;MA;Nordeste;2017;113
22;mulher;negro;PI;Nordeste;2017;39
23;mulher;negro;CE;Nordeste;2017;325
24;mulher;negro;RN;Nordeste;2017;129
25;mulher;negro;PB;Nordeste;2017;76
26;mulher;negro;PE;Nordeste;2017;257
27;mulher;negro;AL;Nordeste;2017;104
28;mulher;negro;SE;Nordeste;2017;64
29;mulher;negro;BA;Nordeste;2017;417
31;mulher;negro;MG;Sudeste;2017;261
32;mulher;negro;ES;Sudeste;2017;116
33;mulher;negro;RJ;Sudeste;2017;260
35;mulher;negro;SP;Sudeste;2017;166
41;mulher;negro;PR;Sul;2017;33
42;mulher;negro;SC;Sul;2017;23
43;mulher;negro;RS;Sul;2017;61
50;mulher;negro;MS;Centro-Oeste;2017;33
51;mulher;negro;MT;Centro-Oeste;2017;70
52;mulher;negro;GO;Centro-Oeste;2017;190
53;mulher;negro;DF;Centro-Oeste;2017;34
